From,To,Label,Direction,Description,Tags,File_Path,File_Extension,Domain
feat_channel_conversations,id_m365_group,BOUND_TO_IDENTITY,directed,Channel conversations bound to M365 Group.,Teams,,,Teams
feat_channel_files_general,id_m365_group,BOUND_TO_IDENTITY,directed,General channel files bound to M365 Group.,Teams,,,Teams
feat_channel_files_private,id_m365_group,BOUND_TO_IDENTITY,directed,Private channel files bound to M365 Group.,Teams,,,Teams
feat_channel_files_shared,id_m365_group,BOUND_TO_IDENTITY,directed,Shared channel files bound to M365 Group.,Teams,,,Teams
feat_channel_general,id_m365_group,BOUND_TO_IDENTITY,directed,General channel bound to M365 Group.,Teams,,,Teams
feat_channel_private,id_m365_group,BOUND_TO_IDENTITY,directed,Private channel bound to M365 Group.,Teams,,,Teams
feat_channel_shared,id_m365_group,BOUND_TO_IDENTITY,directed,Shared channel bound to M365 Group.,Teams,,,Teams
feat_chat_files,id_user_account,BOUND_TO_IDENTITY,directed,Chat files bound to user account.,Teams,,,Teams
feat_chat_messages,id_user_account,BOUND_TO_IDENTITY,directed,Chat messages bound to user account.,Teams,,,Teams
feat_meeting_recordings_channel,id_m365_group,BOUND_TO_IDENTITY,directed,Channel recordings bound to M365 Group.,Teams,,,Teams
feat_meeting_recordings_private,id_user_account,BOUND_TO_IDENTITY,directed,Private recordings bound to user account.,Teams,,,Teams
feat_meeting_transcriptions_channel,id_m365_group,BOUND_TO_IDENTITY,directed,Channel transcriptions bound to M365 Group.,Teams,,,Teams
feat_meeting_transcriptions_private,id_user_account,BOUND_TO_IDENTITY,directed,Private transcriptions bound to user account.,Teams,,,Teams
mbox_group,id_m365_group,BOUND_TO_IDENTITY,directed,Group mailbox bound to M365 Group.,Exchange_Online;Identity,,,Exchange
mbox_user,id_user_account,BOUND_TO_IDENTITY,directed,User mailbox bound to user account.,Exchange_Online;Identity,,,Exchange
site_communication,id_sp_permission_group,BOUND_TO_IDENTITY,directed,Communication sites use SharePoint permission groups.,SharePoint_Online;Identity,,,SharePoint
site_onedrive,id_user_account,BOUND_TO_IDENTITY,directed,OneDrive site bound to user account.,SharePoint_Online;Identity,,,SharePoint
site_team,id_m365_group,BOUND_TO_IDENTITY,directed,Team sites bound to M365 Group.,SharePoint_Online;Identity,,,SharePoint
feat_loop_pages,feat_loop_components,CONTAINS,directed,Pages contain components.,Loop,,,Loop
feat_loop_workspace,feat_loop_pages,CONTAINS,directed,Workspace contains pages.,Loop,,,Loop
feat_meeting_recordings,feat_meeting_recordings_channel,CONTAINS,directed,Recordings include channel recordings.,Teams,,,Teams
feat_meeting_recordings,feat_meeting_recordings_private,CONTAINS,directed,Recordings include private recordings.,Teams,,,Teams
feat_meeting_transcriptions,feat_meeting_transcriptions_channel,CONTAINS,directed,Transcriptions include channel transcriptions.,Teams,,,Teams
feat_meeting_transcriptions,feat_meeting_transcriptions_private,CONTAINS,directed,Transcriptions include private transcriptions.,Teams,,,Teams
feat_teams_channels,feat_channel_general,CONTAINS,directed,Channels contain General channel.,Teams,,,Teams
feat_teams_channels,feat_channel_private,CONTAINS,directed,Channels contain Private channels.,Teams,,,Teams
feat_teams_channels,feat_channel_shared,CONTAINS,directed,Channels contain Shared channels.,Teams,,,Teams
feat_teams_chat,feat_chat_files,CONTAINS,directed,Chat contains shared files.,Teams,,,Teams
feat_teams_chat,feat_chat_messages,CONTAINS,directed,Chat contains messages.,Teams,,,Teams
id_m365_group,id_user_account,CONTAINS,directed,M365 Group contains user accounts as members.,Identity,,,Identity
app_approvals,store_dataverse,DATA_STORED_IN,directed,Approval data stored in Dataverse.,Teams,,,Teams
app_bookings,store_exchange,DATA_STORED_IN,directed,Bookings data stored in Exchange Online.,Microsoft 365,,,Microsoft 365
app_clipchamp,store_onedrive,DATA_STORED_IN,directed,Clipchamp videos stored in OneDrive.,Microsoft 365,OneDrive/Videos/Clipchamp,.mp4,Microsoft 365
app_copilot_notebooks,store_spe_user,DATA_STORED_IN,directed,Copilot Notebooks stored in user SharePoint Embedded.,Copilot,,,Copilot
app_copilot_pages,store_spe_shared,DATA_STORED_IN,directed,Copilot Pages stored in SharePoint Embedded.,Copilot,,,Copilot
app_copilot_studio,store_dataverse,DATA_STORED_IN,directed,Copilot Studio agent definitions stored in Dataverse.,Copilot;Agents,,,Copilot
app_designer,store_spe_user,DATA_STORED_IN,directed,Designer files stored in user-owned SharePoint Embedded.,Microsoft 365,,,Microsoft 365
app_employee_self_service_agent,store_dataverse,DATA_STORED_IN,directed,Self-service agent config stored in Dataverse.,Copilot;Agents,,,Copilot
app_excel,store_onedrive,DATA_STORED_IN,directed,Excel files stored in OneDrive.,Microsoft 365,OneDrive/Documents,.xlsx,Microsoft 365
app_excel,store_sharepoint,DATA_STORED_IN,directed,Excel files stored in SharePoint.,Microsoft 365,Document Library,.xlsx,Microsoft 365
app_forms,store_azure_cosmos,DATA_STORED_IN,directed,Forms responses stored in Azure Cosmos DB.,Microsoft 365,,,Microsoft 365
app_loop,store_spe_shared,DATA_STORED_IN,directed,Loop Workspaces stored in SharePoint Embedded (shared).,Loop,/sites/LoopWorkspace/Documents,.loop;.fluid,Loop
app_onedrive,store_onedrive,DATA_STORED_IN,directed,OneDrive app uses OneDrive for Business storage.,Microsoft 365,,,Microsoft 365
app_onenote,store_onedrive,DATA_STORED_IN,directed,Personal OneNote notebooks stored in OneDrive.,Microsoft 365,OneDrive/Notebooks,.one,Microsoft 365
app_onenote,store_sharepoint,DATA_STORED_IN,directed,Group OneNote notebooks stored in SharePoint.,Microsoft 365,Site Assets,.one,Microsoft 365
app_outlook,store_exchange,DATA_STORED_IN,directed,Outlook data stored in Exchange Online.,Microsoft 365,,,Microsoft 365
app_planner,store_azure_cosmos,DATA_STORED_IN,directed,Planner task data stored in Azure infrastructure.,Microsoft 365,,,Microsoft 365
app_power_apps,store_dataverse,DATA_STORED_IN,directed,Power Apps data stored in Dataverse.,Power_Platform,,,Power Platform
app_power_automate,store_dataverse,DATA_STORED_IN,directed,Power Automate flow definitions in Dataverse.,Power_Platform,,,Power Platform
app_power_bi,store_azure_sql,DATA_STORED_IN,directed,Power BI datasets stored in Azure SQL.,Power_Platform,,,Power Platform
app_powerpoint,store_onedrive,DATA_STORED_IN,directed,PowerPoint files stored in OneDrive.,Microsoft 365,OneDrive/Documents,.pptx,Microsoft 365
app_powerpoint,store_sharepoint,DATA_STORED_IN,directed,PowerPoint files stored in SharePoint.,Microsoft 365,Document Library,.pptx,Microsoft 365
app_sharepoint,store_sharepoint,DATA_STORED_IN,directed,SharePoint app uses SharePoint Online storage.,Microsoft 365,,,Microsoft 365
app_shifts,store_azure_cosmos,DATA_STORED_IN,directed,Shifts schedule data stored in Azure infrastructure.,Teams,,,Teams
app_stream,store_onedrive,DATA_STORED_IN,directed,Personal Stream videos stored in OneDrive.,Microsoft 365,OneDrive/Recordings,.mp4,Microsoft 365
app_stream,store_sharepoint,DATA_STORED_IN,directed,Stream videos stored in SharePoint.,Microsoft 365,Document Library,.mp4,Microsoft 365
app_teams,store_exchange,DATA_STORED_IN,directed,Teams stores compliance copies in Exchange Online.,Teams,,,Teams
app_teams,store_onedrive,DATA_STORED_IN,directed,Teams chat files stored in OneDrive for Business.,Teams,OneDrive/Microsoft Teams Chat Files,,Teams
app_teams,store_sharepoint,DATA_STORED_IN,directed,Teams channel files stored in SharePoint Online.,Teams,,,Teams
app_teams,store_teams_service,DATA_STORED_IN,directed,Teams active messages stored in Teams Service backend.,Teams,,,Teams
app_todo,store_exchange,DATA_STORED_IN,directed,To Do tasks stored in Exchange Online (Tasks folder).,Microsoft 365,,,Microsoft 365
app_viva_connections,store_sharepoint,DATA_STORED_IN,directed,Viva Connections content stored in SharePoint.,Viva,,,Viva
app_viva_engage,store_azure_cosmos,DATA_STORED_IN,directed,Viva Engage messages stored in Azure infrastructure.,Viva,,,Viva
app_viva_learning,store_sharepoint,DATA_STORED_IN,directed,Viva Learning custom content in SharePoint.,Viva,,,Viva
app_whiteboard,store_onedrive,DATA_STORED_IN,directed,Whiteboard files stored in OneDrive.,Microsoft 365,OneDrive/Whiteboards,.whiteboard,Microsoft 365
app_word,store_onedrive,DATA_STORED_IN,directed,Word files stored in OneDrive.,Microsoft 365,OneDrive/Documents,.docx,Microsoft 365
app_word,store_sharepoint,DATA_STORED_IN,directed,Word files stored in SharePoint.,Microsoft 365,Document Library,.docx,Microsoft 365
feat_bookings_mailbox,store_exchange,DATA_STORED_IN,directed,Bookings data stored in dedicated Exchange mailbox.,scheduling,,,Bookings
feat_channel_conversations,store_teams_service,DATA_STORED_IN,directed,Channel conversations stored in Teams Service.,Teams,,,Teams
feat_channel_files_general,store_sharepoint,DATA_STORED_IN,directed,General channel files stored in SharePoint.,Teams,/sites/TeamSite/Shared Documents/General,,Teams
feat_channel_files_private,store_sharepoint,DATA_STORED_IN,directed,Private channel files stored in separate SharePoint site.,Teams,/sites/TeamSite-ChannelName/Shared Documents,,Teams
feat_channel_files_shared,store_sharepoint,DATA_STORED_IN,directed,Shared channel files stored in separate SharePoint site.,Teams,/sites/TeamSite-ChannelName/Shared Documents,,Teams
feat_chat_files,store_onedrive,DATA_STORED_IN,directed,Chat files stored in sender's OneDrive.,Teams,OneDrive/Microsoft Teams Chat Files,,Teams
feat_chat_messages,store_teams_service,DATA_STORED_IN,directed,Chat messages stored in Teams Service backend.,Teams,,,Teams
feat_clipchamp_projects,store_onedrive,DATA_STORED_IN,directed,Clipchamp projects stored in user's OneDrive.,video,OneDrive/Clipchamp,,Clipchamp
feat_copilot_interactions,store_exchange,DATA_STORED_IN,directed,Copilot prompts and responses stored as compliance copies in user mailbox.,compliance,DiscoveryHolds (Hidden folder),,Copilot
feat_exo_calendar,store_exchange,DATA_STORED_IN,directed,Calendar items stored in Exchange.,Exchange_Online,,,Exchange
feat_exo_contacts,store_exchange,DATA_STORED_IN,directed,Contacts stored in Exchange.,Exchange_Online,,,Exchange
feat_exo_email,store_exchange,DATA_STORED_IN,directed,Email stored in Exchange Online.,Exchange_Online,,,Exchange
feat_exo_tasks,store_exchange,DATA_STORED_IN,directed,Tasks stored in Exchange.,Exchange_Online,,,Exchange
feat_forms_responses,store_regional_dc,DATA_STORED_IN,directed,Forms data stored in regional Microsoft datacenters.,regional,,,Forms
feat_loop_workspace,store_spe_shared,DATA_STORED_IN,directed,Loop Workspaces stored in SharePoint Embedded.,Loop,/sites/LoopWorkspace/Documents,.loop;.fluid,Loop
feat_meeting_recordings_channel,store_sharepoint,DATA_STORED_IN,directed,Channel meeting recordings stored in SharePoint.,Teams,/sites/TeamSite/Shared Documents/Recordings,.mp4,Teams
feat_meeting_recordings_private,store_onedrive,DATA_STORED_IN,directed,Private meeting recordings stored in OneDrive.,Teams,OneDrive/Recordings,.mp4,Teams
feat_meeting_transcriptions_channel,store_sharepoint,DATA_STORED_IN,directed,Channel meeting transcriptions stored in SharePoint.,Teams,/sites/TeamSite/Shared Documents/Recordings,.vtt,Teams
feat_meeting_transcriptions_private,store_onedrive,DATA_STORED_IN,directed,Private meeting transcriptions stored in OneDrive.,Teams,OneDrive/Recordings,.vtt,Teams
feat_planner_tasks,store_regional_dc,DATA_STORED_IN,directed,Planner task metadata stored in regional datacenters.,regional,,,Planner
feat_planner_tasks,store_sharepoint,DATA_STORED_IN,directed,Planner task attachments stored in SharePoint.,collaboration,/sites/TeamSite/Planner,,Planner
feat_sp_document_library,store_sharepoint,DATA_STORED_IN,directed,Document libraries stored in SharePoint.,SharePoint_Online,,,SharePoint
feat_sp_lists,store_sharepoint,DATA_STORED_IN,directed,SharePoint lists stored in SharePoint.,SharePoint_Online,,,SharePoint
feat_sp_pages,store_sharepoint,DATA_STORED_IN,directed,SharePoint pages stored in SharePoint.,SharePoint_Online,,,.aspx
feat_sway_content,store_exchange,DATA_STORED_IN,directed,Sway content stored as compliance copies in user mailbox.,compliance,,,Sway
feat_teams_call_history,store_azure_cosmos,DATA_STORED_IN,directed,Call history stored in Azure Cosmos DB.,Teams,,,Teams
feat_teams_cdr,store_exchange,DATA_STORED_IN,directed,Call Detail Records stored in Exchange Online mailboxes.,compliance,DiscoveryHolds (Hidden folder),,Teams
feat_teams_channel_compliance,store_exchange,DATA_STORED_IN,directed,Standard/shared channel compliance copies stored in group Exchange mailbox.,compliance,DiscoveryHolds (Hidden folder),,Teams
feat_teams_channel_email,store_sharepoint,DATA_STORED_IN,directed,Emails forwarded to channel stored in Team SharePoint site.,collaboration,/sites/TeamSite/EmailMessages,,Teams
feat_teams_channel_onenote,store_sharepoint,DATA_STORED_IN,directed,Channel OneNote stored in Team SharePoint site.,collaboration,/sites/TeamSite/Shared Documents,,Teams
feat_teams_channel_planner,store_sharepoint,DATA_STORED_IN,directed,Planner attachments stored in Team SharePoint site.,collaboration,/sites/TeamSite/Planner,,Teams
feat_teams_chat_compliance,store_exchange,DATA_STORED_IN,directed,1:1 and group chat compliance copies stored in user Exchange mailbox.,compliance,DiscoveryHolds (Hidden folder),,Teams
feat_teams_meeting_chat_compliance,store_exchange,DATA_STORED_IN,directed,Meeting chat compliance copies stored in Exchange mailboxes.,compliance,DiscoveryHolds (Hidden folder),,Teams
feat_teams_meeting_notes,store_onedrive,DATA_STORED_IN,directed,Private meeting notes stored in organiser's OneDrive.,collaboration,OneDrive/Microsoft Teams Data,,Teams
feat_teams_meeting_notes,store_sharepoint,DATA_STORED_IN,directed,Channel meeting notes stored in Team SharePoint site.,collaboration,/sites/TeamSite/Teams Wiki Data,,Teams
feat_teams_meeting_polls,store_onedrive,DATA_STORED_IN,directed,Meeting polls stored via Forms in poll creator's account.,collaboration,,,Teams
feat_teams_meeting_whiteboard,store_onedrive,DATA_STORED_IN,directed,Meeting whiteboard stored in organiser's OneDrive.,collaboration,OneDrive/Whiteboards,,Teams
feat_teams_private_channel_compliance,store_exchange,DATA_STORED_IN,directed,Private channel compliance copies stored in group mailbox (Sep 2025).,compliance,DiscoveryHolds (Hidden folder),,Teams
feat_teams_town_hall,store_onedrive,DATA_STORED_IN,directed,Town Hall recordings stored in organiser's OneDrive.,Teams,OneDrive/Recordings,.mp4,Teams
feat_teams_voicemail,store_exchange,DATA_STORED_IN,directed,Voicemail stored in user mailbox.,Teams,,,Teams
feat_teams_webinar,store_onedrive,DATA_STORED_IN,directed,Webinar recordings stored in organiser's OneDrive.,Teams,OneDrive/Recordings,.mp4,Teams
feat_whiteboard_files,store_onedrive,DATA_STORED_IN,directed,Whiteboard files stored in user's OneDrive.,personal,OneDrive/Whiteboards,,Whiteboard
mbox_archive,store_exchange_archive,DATA_STORED_IN,directed,Archive mailboxes in Exchange Online Archive.,Exchange_Online,,,Exchange
mbox_group,store_exchange,DATA_STORED_IN,directed,Group mailboxes hosted in Exchange.,Exchange_Online,,,Exchange
mbox_inactive,store_exchange,DATA_STORED_IN,directed,Inactive mailboxes hosted in Exchange.,Exchange_Online,,,Exchange
mbox_public_folder,store_exchange,DATA_STORED_IN,directed,Public folder mailboxes hosted in Exchange.,Exchange_Online,,,Exchange
mbox_resource,store_exchange,DATA_STORED_IN,directed,Resource mailboxes hosted in Exchange.,Exchange_Online,,,Exchange
mbox_shared,store_exchange,DATA_STORED_IN,directed,Shared mailboxes hosted in Exchange.,Exchange_Online,,,Exchange
mbox_user,store_exchange,DATA_STORED_IN,directed,User mailboxes hosted in Exchange.,Exchange_Online,,,Exchange
site_channel_private,store_sharepoint,DATA_STORED_IN,directed,Private channel gets own SharePoint site.,SharePoint_Online,,,SharePoint
site_channel_shared,store_sharepoint,DATA_STORED_IN,directed,Shared channel gets own SharePoint site.,SharePoint_Online,,,SharePoint
site_channel_standard,store_sharepoint,DATA_STORED_IN,directed,Standard channel uses team's SharePoint site.,SharePoint_Online,,,SharePoint
site_communication,store_sharepoint,DATA_STORED_IN,directed,Communication sites are SharePoint sites.,SharePoint_Online,,,SharePoint
site_hub,store_sharepoint,DATA_STORED_IN,directed,Hub sites are SharePoint sites.,SharePoint_Online,,,SharePoint
site_onedrive,store_sharepoint,DATA_STORED_IN,directed,OneDrive site is a SharePoint site collection.,SharePoint_Online,,,SharePoint
site_team,store_sharepoint,DATA_STORED_IN,directed,Team sites are SharePoint sites.,SharePoint_Online,,,SharePoint
subset_list_personal,store_onedrive,DATA_STORED_IN,directed,Personal lists stored in OneDrive.,Microsoft 365,,,Microsoft 365
subset_list_site,store_sharepoint,DATA_STORED_IN,directed,Site lists stored in SharePoint.,Microsoft 365,,,Microsoft 365
subset_onenote_group,store_sharepoint,DATA_STORED_IN,directed,Group OneNote stored in team's SharePoint site.,Microsoft 365,Site Assets/Notebook,.one,Microsoft 365
subset_onenote_personal,store_onedrive,DATA_STORED_IN,directed,Personal OneNote stored in user's OneDrive.,Microsoft 365,OneDrive/Notebooks,.one,Microsoft 365
app_autonomous_agent,feat_studio_actions,DEPENDS_ON,directed,Autonomous agents depend on actions for execution.,Copilot;Agents,,,Copilot
comp_sit,comp_dlp_policy,DEPENDS_ON,directed,DLP policies depend on Sensitive Information Types.,Compliance;DLP,,,Compliance
comp_sit,comp_sensitivity_label,DEPENDS_ON,directed,Auto-labelling depends on Sensitive Information Types.,Compliance,,,Compliance
comp_trainable_classifiers,comp_dlp_policy,DEPENDS_ON,directed,DLP can use trainable classifiers.,Compliance;DLP,,,Compliance
feat_loop_workspace,id_m365_group,DEPENDS_ON,directed,Loop Workspace depends on M365 Group for identity.,Loop,,,Loop
tech_semantic_index,svc_search,DEPENDS_ON,directed,Semantic Index depends on Search Service for indexing.,Technology,,,Technology
tech_semantic_index,tech_graph,DEPENDS_ON,directed,Semantic Index depends on Graph for data.,Technology,,,Technology
tech_semantic_index,tech_substrate_sdf,DEPENDS_ON,directed,Semantic Index depends on Substrate Data Fabric.,Technology,,,Technology
app_teams,id_m365_group,DEPENDS_ON_IDENTITY,directed,Teams depends on Microsoft 365 Group.,Teams,,,Teams
app_copilot_studio,svc_entra,DEPENDS_ON_SERVICE,directed,Copilot Studio depends on Entra ID for auth.,Identity,,,Identity
app_entra_id,svc_entra,DEPENDS_ON_SERVICE,directed,Entra ID app depends on Entra ID Service.,Identity,,,Identity
app_microsoft_search,svc_search,DEPENDS_ON_SERVICE,directed,Microsoft Search depends on Search Service.,Search,,,Search
app_power_apps,store_dataverse,DEPENDS_ON_SERVICE,directed,Power Apps depends on Dataverse.,Power_Platform,,,Power Platform
app_power_apps,svc_entra,DEPENDS_ON_SERVICE,directed,Power Apps depends on Entra ID for authentication.,Identity,,,Identity
app_power_automate,store_dataverse,DEPENDS_ON_SERVICE,directed,Power Automate depends on Dataverse.,Power_Platform,,,Power Platform
app_sharepoint,svc_entra,DEPENDS_ON_SERVICE,directed,SharePoint depends on Entra ID for authentication.,Identity,,,Identity
app_teams,svc_entra,DEPENDS_ON_SERVICE,directed,Teams depends on Entra ID for authentication.,Identity,,,Identity
store_exchange,svc_entra,DEPENDS_ON_SERVICE,directed,Exchange depends on Entra ID for authentication.,Identity,,,Identity
comp_content_search,app_teams,DISCOVERED_BY,directed,Content Search can search Teams.,Compliance,,,Compliance
comp_content_search,store_exchange,DISCOVERED_BY,directed,Content Search can search Exchange.,Compliance,,,Compliance
comp_content_search,store_onedrive,DISCOVERED_BY,directed,Content Search can search OneDrive.,Compliance,,,Compliance
comp_content_search,store_sharepoint,DISCOVERED_BY,directed,Content Search can search SharePoint.,Compliance,,,Compliance
comp_ediscovery,app_loop,DISCOVERED_BY,directed,Loop content discoverable via eDiscovery.,Compliance;eDiscovery,,,Compliance
comp_ediscovery,app_teams,DISCOVERED_BY,directed,Teams content discoverable via eDiscovery.,Compliance;eDiscovery,,,Compliance
comp_ediscovery,app_viva_engage,DISCOVERED_BY,directed,Viva Engage content discoverable via eDiscovery.,Compliance;eDiscovery,,,Compliance
comp_ediscovery,store_exchange,DISCOVERED_BY,directed,Exchange content discoverable via eDiscovery.,Compliance;eDiscovery,,,Compliance
comp_ediscovery,store_onedrive,DISCOVERED_BY,directed,OneDrive content discoverable via eDiscovery.,Compliance;eDiscovery,,,Compliance
comp_ediscovery,store_sharepoint,DISCOVERED_BY,directed,SharePoint content discoverable via eDiscovery.,Compliance;eDiscovery,,,Compliance
app_outlook,feat_exo_calendar,GENERATES,directed,Outlook generates calendar items.,Exchange_Online,,,Exchange
app_outlook,feat_exo_contacts,GENERATES,directed,Outlook generates contacts.,Exchange_Online,,,Exchange
app_outlook,feat_exo_email,GENERATES,directed,Outlook generates email messages.,Exchange_Online,,,Exchange
app_outlook,feat_exo_tasks,GENERATES,directed,Outlook generates tasks.,Exchange_Online,,,Exchange
app_copilot,tech_graph,GROUNDED_BY,directed,Copilot grounded by Microsoft Graph data.,Copilot,,,Copilot
app_copilot,tech_semantic_index,GROUNDED_BY,directed,Copilot grounded by Semantic Index.,Copilot,,,Copilot
app_knowledge_agent,tech_semantic_index,GROUNDED_BY,directed,Knowledge Agent uses Semantic Index for retrieval.,Copilot;Agents,,,Copilot
copilot_excel,tech_semantic_index,GROUNDED_BY,directed,Copilot in Excel grounded by Semantic Index.,Copilot,,,Copilot
copilot_outlook,tech_semantic_index,GROUNDED_BY,directed,Copilot in Outlook grounded by Semantic Index.,Copilot,,,Copilot
copilot_planner,tech_semantic_index,GROUNDED_BY,directed,Copilot in Planner grounded by Semantic Index.,Copilot,,,Copilot
copilot_powerpoint,tech_semantic_index,GROUNDED_BY,directed,Copilot in PowerPoint grounded by Semantic Index.,Copilot,,,Copilot
copilot_stream,tech_semantic_index,GROUNDED_BY,directed,Copilot in Stream grounded by Semantic Index.,Copilot,,,Copilot
copilot_teams,tech_semantic_index,GROUNDED_BY,directed,Copilot in Teams grounded by Semantic Index.,Copilot,,,Copilot
copilot_word,tech_semantic_index,GROUNDED_BY,directed,Copilot in Word grounded by Semantic Index.,Copilot,,,Copilot
feat_studio_orchestrator,tech_semantic_index,GROUNDED_BY,directed,Orchestrator uses Semantic Index for grounding.,Copilot;AI,,,Copilot
app_forms,store_exchange,HAS_COMPLIANCE_COPY,directed,Forms compliance copy stored in user mailbox.,Microsoft 365,,,Microsoft 365
app_planner,store_exchange,HAS_COMPLIANCE_COPY,directed,Planner compliance data via Group mailbox.,Microsoft 365,,,Microsoft 365
app_viva_engage,store_exchange,HAS_COMPLIANCE_COPY,directed,Viva Engage compliance copies in Exchange.,Viva,,,Viva
feat_channel_conversations,mbox_group,HAS_COMPLIANCE_COPY,directed,Compliance copy of channel conversations in group mailbox.,Teams;Compliance,,,Teams
feat_chat_messages,mbox_user,HAS_COMPLIANCE_COPY,directed,Compliance copy of chat messages in user mailbox.,Teams;Compliance,,,Teams
feat_forms_responses,store_exchange,HAS_COMPLIANCE_COPY,directed,Forms compliance copies stored in user mailbox.,compliance,,,Forms
